	895
DEPARTMENT OF HEALTH EDUCATION AND WELFARE ADMINISTRATION FOR CHILDREN YOUTH AND FAMILIES	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE HEALTH CARE FINANCING ADMINISTRATION MEDICAID BUREAU	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT SERVICES REHABILITATION SERVICES ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE EDUCATION DIVISION FEDERAL INTERAGENCY COMMITTEE ON EDUCATION	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE REGION II	1
NATIONAL SCIENCE FOUNDATION DIRECTORATE FOR SCIENCE EDUCATION OFFICE OF PROGRAM INTEGRATION	1
UNITED STATES FEDERAL HIGHWAY ADMINISTRATION	1
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY WATER PLANNING DIVISION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF EDUCATION OFFICE OF CAREER EDCUATION	1
COMMISSION ON REVIEW OF NATIONAL POLICY TOWARD GAMBLING	1
THECCOMMISSION	1
DEPARTMENT OF LABOR BUREAU OF LABOR STATISTICS	1
DRUG ENFORCEMENT ADMINISTRATION UNITED STATES DEPARTMENT OF JUSTICE	1
POSTAL RATE COMMISSION	1
DISTRIBUTED TO TRADE BY NORTON	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL CANCER INSTITUTE OFFICE OF CANCER COMMUNICATIONS CANCER INFORMATION CLEARINGHOUSE	1
UNITED STATES DEPARTMENT OF LABOR BUREAU OF LABOR STATISTIC	1
DEPARTMENT OF COMMERCE INDUSTRY AND TRADE ADMINISTRATION	1
DEPARTMENT OF INTERIOR HERITAGE CONSERVATION AND RECREATION SERVICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE PUBLIC SERVICES ADMINISTRATION	1
NAVAL SURFACE WEAPONS CENTER	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT	1
DEPARTMENT OF INTERIOR BUREAU OF LAND MANAGEMENT NEW ORLEANS OCS OFFICE	1
HEADQUARTERS NAVAL MATERIAL COMMAND	1
CENTER FOR DISEASE CONTROL PUBLIC HEALTH SERVICE UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
NATIONAL PARK SERVICE DEPARTMENT OF INTERIOR	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE CENTER FOR DISEASE CONTROL	1
DEFENSE DOCUMENTATION CENTER DEFENSE SUPPLY AGENCY CAMERON STATION	1
TRAINING AND MANPOWER DEVELOPMENT DIVISION CONSUMER PRODUCT SAFETY COMMISSION	1
GENERAL SERVICES ADMINISTRATION FEDERAL SUPPLY SERVICE	1
BUREAU OF RECLAMATION UNITED STATES DEPARTMENT OF INTERIOR	1
INSTITUTE FOR CHILD ADVOCACY	1
VETERANS ADMINISTRATION OFFICE OF CONSTRUCTION	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE OF EDUCATION EDUCATIONAL EQUITY GROUP DESEGREGATION STUDIES STAFF	1
NATIONAL SCIENCE FOUNDATION RESEARCH APPLICATIONS DIRECTORATE RANN - RESEARCH APPLIED TO NATIONAL NEEDS DIVISION OF INTERGOVERNMENTAL SCIENCE AND PUBLIC TECHNOLOGY SALE BY SUPT OF DOCS UNITED STATES GOVERNMENT PRINTING OFFICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE CENTER FOR DISEASE CONTROL BUREAU OF HEALTH EDUCATION	1
NATIONAL COMMISSION ON WATER QUALITY	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH BUREAU OF HEALTH MANPOWER EDUCATION DIVISION OF DENTAL HEALTH DENTAL HEALTH CENTER	1
CENTER FOR BUILDING TECHNOLOGY INSTITUTE FOR APPLIED TECHNOLOGY NATIONAL BUREAU OF STANDARDS UNITED STATES DEPARTMENT OF COMMERCE	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE OFFICE OF NURSING HOME AFFAIRS	1
UNITED STATES FEDERAL ENERGY ADMINISTRATION OFFICE OF ENERGY INFORMATION AND ANALYSIS OFFICE OF OIL AND GAS ANALYSIS NATIONAL ENERGY INFORMATION CENTER	1
FEDERAL ENERGY ADMINISTRATION ENERGY RESOURCE DEVELOPMENT	1
DEPARTMENT OF DEFENSE NAVY DEPARTMENT NAVAL OCEAN RESEARCH AND DEVELOPMENT ACTIVITY	1
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY OFFICE OF AIR AND WASTE MANAGEMENT OFFICE OF AIR QUALITY PLANNING AND STANDARDS	1
COMMISSON	1
AVAILABLE FROM BUREAU OF LAND MANAGEMENT COLORADO STATE OFFICE	1
MESA VERDE RESEARCH CENTER UNIVERSITY OF COLORADO	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF EDUCATION BUREAU OF OCCUPATIONAL AND ADULT EDUCATION OFFICE OF ADULT VOCATIONAL TECHNICAL AND MANPOWER EDUCATION DIVISION OF RESEARCH AND DEMONSTRATION	1
NATIONAL CANCER INSTITUTE BIOMETRY BRANCH	1
UNITED STATES SOCIAL AND REHABILITATION SERVICE	1
LEWIS RESEARCH CENTER NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	1
UNITED STATES DEPARTMENT OF DEFENSE DEPARTMENT OF ARMY CORPS OF ENGINEERS OFFICE OF CHIEF OF ENGINEERS	1
NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION ENVIRONMENTAL DATA SERVICE NATIONAL GEOPHYSICAL AND SOLAR-TERRESTRIAL DATA CENTER	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE ASSISTANCE PAYMENTS ADMINISTRATION DIVISION OF STATE ADMINISTRATIVE AND FISCAL STANDARDS	1
GOV PRTG OFF	1
NATIONAL TASK FORCE ON BASIC RESEARCH IN FORESTRY AND RENEWABLE NATURAL RESOURCES	1
DISTRIBUTOR FASEB	1
TOXICOLOGY INFORMATION RESPONSE CENTER OAK RIDGE NATIONAL LABORATORY	1
UNITED STATES DEPARTMENT OF ENERGY ASSISTANT SECRETARY FOR ENERGY TECHNOLOGY OFFICE OF FUSION ENERGY	1
MEDICAL DEPARTMENT BROOKHAVEN NATIONAL LABORATORY	1
UNITED STATES DEPARTMENT OF HEATH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE ON ALCONOL ABUSE AND ALCOHOLISM	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL SECURITY ADMINISTRATION OFFICE OF POLICY OFFICE OF RESEARCH AND STATISTICS	1
DEPARTMENT TRANSPORTATION URBAN MASS TRANSPORTATION ADMINISTRATION	1
DEPARTMENT OF TREASURY FISCAL SERVICE BUREAU OF GOVERNMENT FINANCIAL OPERATIONS	1
OFFICE OF SECRETARY OF TRANSPORTATION PUBLICATIONS SECTION	1
WATER CONSERVATION TASK FORCE 6A	1
DEPARTMENT OF ARMY OFFICE OF CHIEF OF ENGINEERS	1
DIVISION OF SAFETY ENGINEERING AND RESEARCH CENTER	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION SATELLITE TASK FORCE	1
NOAA ENVIRONMENTAL RESEARCH LABORATORIES SPACE ENVIRONMENT LABORATORY	1
UNITED STATES DEPARTMENT OF LABOR EMPLOYMENT AND TRAINING ADMINISTRATION UNITED STATES EMPLOYMENT SERVICE	1
AIR FORCE JUNIOR ROTC AIR UNIVERSITY	1
DEFENSE RESEARCH ESTABLISHMENT SUFFIELD	1
NATIONAL INSTITUTE ON DRUG ABUSE DIVISION OF RESEARCH DEVELOPMENT MANPOWER AND TRAINING BRANCH	1
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT OFFICE OF POLICY DEVELOPMENT AND RESEARCH OFFICE OF ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT	1
FAA	1
CIVIL RIGHTS DIVISION NATIONAL ENDOWMENT FOR ARTS	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL SECURITY ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES SOCIAL SECURITY ADMINISTRATION OFFICE OF ACTUARY	1
UNITED STATES BUREAU OF PRISONS IN COOPERATION WITH UNIVERSITY EXTENSION UNIVERSITY OF WISCONSIN	1
AVAILABLE THROUGH NATIONAL TECHICAL INFORMATION SERVICE	1
UNITED STATES DEPARTMENT OF TRANSPORTATION OFFICE OF SECRETARY OFFICE OF UNIVERSITY RESEARCH	1
BUREAU OF HEALTH RESOURCES DEVELOPMENT DIVISION OF NURSING	1
PUBLISHED FOR NATIONAL MUSEUM OF NATURAL HISTORY BY SMITHSONIAN INSTITUTION PRESS	1
HN ABRAMS	1
WATER RESOURCES COUNCIL	1
NATIONAL ACADEMY OF PUBLIC ADMINISTRATION	1
PUBLISHED FOR NATIONAL COLLECTION OF FINE ARTS AND WHITNEY MUSEUM OF AMERICAN ART BY SMITHSONIAN INSTITUTION PRESS	1
OFFICE OF CHAIRMAN ADMINISTRATIVE CONFERENCE OF UNITED STATES	1
OFFICE OF POLICY DEVELOPMENT AND RESEARCH DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT	1
NATIONAL PARK SERVICE PACIFIC NORTHWEST REGION COOPERATIVE PARK STUDIES UNIT COLLEGE OF FOREST RESOURCES	1
NATIONAL CENTER ON CHILD ABUSE AND NEGLECT CHILDREN BUREAU ADMINISTRATION FOR CHILDREN YOUTH AND FAMILIES UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
FEDERAL COMMUNICATIONS COMMISSION NETWORK INQUIRY SPECIAL STAFF	1
EXECUTIVE OFFICE OF PRESIDENT?	1
DIET NUTRITION AND CANCER PROGRAM NATIONAL CANCER INSTITUTE NATIONAL INSTITUTE OF HEALTH	1
EXTERNAL RESEARCH STAFF	1
NATIONAL SCIENCE FOUNDATION OFFICE FOR INTERNATIONAL DECADE OF OCEAN EXPLORATION	1
UNITED STATES AGRICULTURAL RESEARCH SERVICE	1
DEPARTMENT OF LABOR EMPLOYMENT AND TRAINING ADMINISTRATION OFFICE OF PROGRAM EVALUATION	1
PRESIDENTIAL COMMISSION ON WORLD HUNGER	1
DEPARTMENT OF LABOR EMPLOYMENT STANDARDS ADMINISTRATION OFFICE OF WORKERS COMPENSATION PROGRAMS	1
NATIONAL ADVISORY COUNCIL ON EDUCATION PROFESSIONS DEVELOPMENT	1
COUNCIL AND DEPARTMENT	1
NATIONAL ASSOCIALTION OF COLLEGE AND UNIVERSITY BUSINESS OFFICERS	1
UNITED STATES DEPARTMENT OF JUSTICE DRUG ENFORCEMENT ADMINISTRATION OFFICE OF COMPLICANCE AND REGULATORY AFFAIRS REGULATORY SUPPORT DIVISION	1
STRATEGIC STUDIES INSTITUTE UNITED STATES ARMY WAR COLLEGE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE OF EDUCATION UNITED STATES OFFICE OF EDUCATION	1
UNITED STATES DEPARTMENT OF TRANSPORTATION FEDERAL AVIATION ADMINISTRATION FLIGHT STANDARDS SERVICE	1
UNITED STATES DEPARTMENT OF JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE OFFICE OF DEVELOPMENT TESTING AND DISSEMINATION	1
OFFICE OF SARAH WEDDINGTON WHITE HOUSE	1
EXTERNAL RESEARCH STAFF DEPARTMENT OF STATE	1
NBS	1
WHITE HOUSE COMMITTEE ON CONFERENCE ON FAMILIES	1
CHESAPEAKE DIVISION NAVAL FACILITIES ENGINEERING COMMAND	1
UNITED STATES ARMY CORPS OF ENGINEERS DETROIT DISTRICT	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF NEUROLOGICAL AND COMMUNICATIVE DISORDERS AND STROKE	1
UNITED STATES DEPARTMENT OF JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE OFFICE OF PROGRAM EVALUATION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES SOCIAL SECURITY ADMINISTRATION OFFICE OF POLICY OFFICE OF RESEARCH AND STATISTICS IN COOPERATION WITH AMERICAN PUBLIC WELFARE ASSOCIATION	1
OFFICE OF CIVIL RIGHTS COMPLIANCE OFFICE OF JUSTICE ASSISTANCE RESEARCH AND STATISTICS UNITED STATES DEPARTMENT OF JUSTICE	1
AVAILABLE FROM NTIS	1
DEPARTMENT OF LABOR BUREAU OF INTERNATIONAL LABOR AFFAIRS	1
UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT OFFICE OF COMMUNITY PLANNING AND DEVELOPMENT	1
UNITED STATES DEPARTMENT OF LABOR LABOR-MANAGEMENT SERVICES ADMINISTRATION PENSION AND WELFARE BENEFIT PROGRAMS	1
UNITED STATES MILITARY ACADEMY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF MANAGEMENT AND BUDGET OFFICE OF GRANTS AND PROCUREMENT DIVISION OF PROCUREMENT POLICY AND REGULATIONS DEVELOPMENT	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL CANCER INSTITUTE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE CENTER FOR DISEASE CONTROL NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH DIVISION OF BIOMEDICAL AND BEHAVIORAL SCIENCE	1
DEPARTMENT OF COMMERCE UNITED STATES TRAVEL SERVICE RESEARCH AND ANALYSIS DIVISION	1
DEPARTMENT OF DENTISTRY WALTER REED ARMY MEDICAL CENTER	1
ECONOMIC EVALUATION DIVISION BUREAU OF ACCOUNTS AND STATISTICS CIVIL AERONAUTICS BOARD	1
NSF	1
DEPARTMENT OF INTERIOR OFFICE OF MINERALS POLICY AND RESEARCH ANALYSIS	1
OFFICE OF SCIENCE AND TECHNOLOGY POLICY EXECUTIVE OFFICE OF PRESIDENT	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION BUREAU OF HEALTH RESOURCES DEVELOPMENT DIVISION OF MANPOWER INTELLIGENCE	1
OFFICE OF INTERNATIONAL AFFAIRS DEPARTMENT OF ENERGY	1
UNITED STATES DEPARTMENT OF TRANSPORTATION FEDERAL ADMINISTRATION	1
UNITED STATES DEPARTMENT OF LABOR BUREAU OF LABOR STATISTICS OFFICE OF WAGES AND INDUSTRIAL RELATIONS	1
ENVIRONMENTAL PROTECTION AGENCY OFFICE OF DEVELOPMENT OFFICE OF AIR LAND AND WATER USE	1
ENVIRONMENTAL LAW INSTITUTE	1
NATIONAL INSTITUTES OF HEALTH NATIONAL CANCER INSTITUTE	1
ENVIRONMENTAL PROTECTION AGENCY OFFICE OF RESEARCH AND DEVELOPMENT OFFICE OF AIR LAND AND WATER USE	1
DIVISION OF PROBATION ADMINISTRATIVE OFFICE OF UNITED STATES COURTS	1
NATIONAL AMERICAN INDIAN COURT JUDGES ASSOCIATION	1
VETERANS ADMINISTRATION DEPARTMENT OF MEDICINE AND SURGERY PROSTHETIC AND SENSORY AIDS SERVICE	1
ADMINISTRATION FOR CHILDREN YOUTH AND FAMILIES CHILDREN BUREAU NATIONAL CENTER FOR CHILD ADVOCACY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL CENTER FOR HEALTH SERVICES RESEARCH	1
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT URBAN AND REGIONAL POLICY GROUP	1
DEPARTMENT OF TRANSPORTATION FEDERAL HIGHWAY ADMINISTRATION OFFICE OF DEVELOPMENT	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF ASSISTANT SECRETARY FOR EDUCATION FEDERAL INTERAGENCY COMMITTEE ON EDUCATION	1
DEPARTMENT OF AGRICULTURE ECONOMIC RESEARCH SERVICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE OF EDUCATION EDUCATIONAL RESOURCES INFORMATION CENTER	1
UNITED STATES DEPARTMENT OF AGRICULTURE NATIONAL AGRICULTURAL LIBRARY	1
DEPARTMENT OF JUSTICE DRUG ENFORCEMENT ADMINISTRATION	1
BUREAU OF ALCOHOL TOBACCO AND FIREARMS DEPARTMENT OF TREASURY	1
UNITED STATES DEPARTMENT OF COMMERCE OFFICE OF ASSISTANT SECRETARY FOR SCIENCE AND TECHNOLOGY	1
OFFICE OF ENVIRONMENTAL POLICY FEDERAL HIGHWAY ADMINISTRATION UNITED STATES DEPARTMENT OF TRANSPORTATION	1
BATTELLE COLUMBUS LABORATORIES	1
ADMINISTRATION ON AGING	1
OFFICE OF CONSUMERS EDUCATION UNITED STATES OFFICE OF EDUCATION	1
UNITED STATES DEPARTMENT OF COMMERCE BUREAU OF CENSUS INTERNATIONAL STATISTICAL PROGRAMS CENTER	1
AID	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE ON DRUG ABUSE	1
UNITED STATES CIVIL SERVICE COMMISSION BUREAU OF PERSONNEL MANAGEMENT INFORMATION SYSTEMS	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFF OF EDUCATION	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANOGRAPHIC AND ATMOSPHERIC ADMINISTRATION NATIONAL OCEAN SURVEY	1
NATIONAL ARCHIVES TRUST FUND BOARD UNITED STATES NATIONAL ARCHIVES AND RECORDS SERVICE GENERAL SERVICES ADMINISTRATION	1
OFFICE OF POLICY DEVELOPMENT AND RESEARCH UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT OFFICE OF RESEARCH APPLIED TO NATIONAL NEEDS NATIONAL SCIENCE FOUNDATION	1
DEPARTMENT OF DEFENSE NAVY DEPARTMENT OFFICE OF NAVAL RESEARCH	1
DEPARTMENT OF DEFENSE NAVY DEPARTMENT MARINE CORPS HISTORY AND MUSEUMS DIVISION HEADQUARTERS UNITED STATES MARINE CORPS	1
NATIONAL BUREAU OF STANDARDS UNITED STATES DEPARTMENT OF COMMERCE	1
UNITED STATES COST OF LIVING COUNCIL	1
UNITED STATES DEPARTMENT OF JUSTICE BUREAU OF JUSTICE STATISTICS	1
UNITED STATES DEPARTMENT OF JUSTICE OFFICE OF JUSTICE AND DELINQUENCY PREVENTION	1
UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT OFFICE OF POLICY DEVELOPMENT	1
UNITED STATES DEPARTMENT OF INTERIOR BUREAU OF INDIAN AFFAIRS PLANNING SUPPORT GROUP	1
BUREAU OF NATURAL GAS	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE CENTER FOR DISEASE CONTROL NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF CONSUMER AFFAIRS STATE AND LOCAL PROGRAMS DIVISION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE MEDICAL SERVICES ADMINISTRATION	1
NATIONAL AIR AND SPACE MUSEUM SMITHSONIAN INSTITUTION DISTRIBUTED BY SMITHSONIAN INSTITUTION PRESS	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION ENVIRONMENTAL RESEARCH LABORATORIES GREAT LAKES ENVIRONMENTAL RESEARCH LABORATORY	1
TASK FORCE ON LABS AND CENTERS NATIONAL INSTITUTE OF EDUCATION UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION	1
OFFICE OF GENERAL COUNSEL OFFICE OF JUSTICE ASSISTANCE RESEARCH AND STATISTICS	1
UNITED STATES NATIONAL COMMISSION ON SUPPLIES AND SHORTAGES	1
DISTRIBUTED BY NTIS UNITED STATES DEPARTMENT OF COMMERCE	1
DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION NATIONAL OCEAN SURVEY OCEANOGRAPHIC DIVISION OFFICE OF MARINE SURVEYS AND MAPS	1
UNITED STATES DEPARTMENT OF JUSTICE NATIONAL INSTITUTE OF JUSTICE OFFICE OF DEVELOPMENT TESTING AND DISSEMINATION	1
UNITED STATES ENERGY RESEARCH AND DEVELOPMENT ADMINISTRATION	1
CENTER OF MILITARY HISTORY UNTED STATES ARMY	1
UNITED STATES DEPARTMENT OF AGRICULTURE FOOD AND NUTRITION SERVICE FOOD STAMP DIVISION	1
DEPARTMENT OF COMMERCE OFFICE OF MINORITY BUSINESS ENTERPRISE	1
UNITED STATES COMMISSION OF CIVIL RIGHTS	1
SCIENCE AND EDUCATION ADMINISTRATION TECHNICAL INFORMATION SYSTEMS ECONOMICS STATISTICS AND COOPERATIVES SERVICE NATIONAL ECONOMICS DIVISION	1
UNITED STATES DEPARTMENT OF JUSTICE OFFICE OF JUVENILE JUSTICE AND DELINQUENCY PREVENTION	1
UNITED STATES DEPARTMENT OF EDUCATIONAL RESEARCH AND IMPROVEMENT NATIONAL INSTITUTE OF EDUCATION	1
DARPA	1
DEPARTMENT OF INTERIOR FISH AND WILDLIFE SERVICE 1979	1
PUBLISHED BY AUTHORIZATION OF COMMITTEE ON BICENTENNIAL OF INDEPENDENCE AND CONSTITUTION OF JUDICIAL CONFERENCE OF UNITED STATES	1
UNITED STATES DEPARTMENT OF STATE AGENCY FOR INTERNATIONAL DEVELOPMENT OFFICE OF LABOR AFFAIRS	1
UNITED STATES FEDERAL ENERGY ADMINISTRATION	1
OFFICE OF ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT	1
PUBLISHED BY SMITHSONIAN INSTITUTION TRAVELING EXHIBITION SERVICE WITH COOPERATION OF UNITED STATES GEOLOGICAL SURVEY	1
OFFICE OF EDUCATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION NATIONAL CENTER FOR HEALTH SERVICES RESEARCH	1
HISTORICAL DIVISION WAR DEPARTMENT	1
TRANSPORTATION SYSTEMS CENTER	1
NATIONAL INSTITUTE OF SENIOR CENTERS NATIONAL COUNCIL ON AGING	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT OFFICE OF MANPOWER	1
CENTER FOR HUMAN RESOURCE RESEARCH COLLEGE OF ADMINISTRATIVE SCIENCE OHIO STATE UNIVERSITY	1
GOVERNMENT PRITN OFF	1
ICC	1
HEALTH-WELFARE-RECREATION PLANNING COUNCIL OF UNITED COMMUNITIES	1
UNITED STATES TARIFF COMMISSION	1
OFFICE OF SPECIAL REPRESENTATIVE FOR TRADE NEGOTATIONS	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT SERVICES OFFICE FOR HANDICAPPED INDIVIDUALS	1
UNITED STATES DEPARTMENT OF AGRICULTURE OFFICE OF INSPECTOR GENERAL	1
GOV̓T PRINT OFF	1
PRINTED BY B TUCKER	1
PRINTED BY R ARMSTRONG	1
GOVERNMENTT PRINT OFF	1
SLAC	1
MICHIGAN STATE UNIVERSITY	1
CENTER FOR ARCHAEOLOGICAL INVESTIGATIONS SOUTHERN ILLINOIS UNIVERSITY	1
NATIONAL SECURITY AFFAIRS INSTITUTE	1
UNITED STATES DEPARTMENT OF INTERIOR HERITAGE CONSERVATION AND RECREATION SERVICE OFFICE OF ARCHEOLOGY AND HISTORIC PRESERVATION	1
UNITED STATES NAVAL ACADEMY PRESS	1
PUBLISHED FOR COOPER-HEWITT MUSEUM BY SMITHSONIAN INSTITUTION PRESS	1
NATIONAL INSTITUTE FOR WORK AND LEARNING	1
COASTAL ECOSYSTEMS PROJECT OFFICE OF BIOLOGICAL SERVICES UNITED STATES FISH AND WILDLIFE SERVICE UNITED STATES DEPARTMENT OF INTERIOR	1
OFFICE OF POLICY DEVLOPMENT AND RESEARCH UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT	1
CONFERENCE	1
FEDERAL TRADE COMMISSION OFFICE OF POLICY PLANNING	1
DEPARTMENT OF JUSTICE IMMIGRATION AND NATURALIZATION SERVICES	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE OF EDUCATION PROGRAM ON TEACHING AND LEARNING	1
PRESIDENT COMMISSION FOR A NATIONAL AGENDA FOR EIGHTIES	1
UNITED STATES DEPARTMENT OF JUSTICE IMMIGRATION AND NATURALIZATION SERVICE	1
NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SERVICES	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE PUBLIC SERVICES ADMINISTRATION UNITED STATES GOVERNMENT PRINTING OFFICE	1
COMBINED BOOK EXHIBIT	1
NATIONAL COMMITTEE ON LIBRARIES AND INFORMATION SCIENCE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PRESIDENT COMMITTEE ON MENTAL RETARDATION	1
INTERAGENCY TASK FORCE ON IMMIGRATION POLICY DEPARTMENTS OF JUSTICE LABOR AND STATE	1
UNITED STATES NATIONAL INSTITUTE OF MENTAL HEALTH	1
PRESIDENT COMMISSION ON PENSION POLICY	1
UNITED STATES OFFICE OF CONSUMER AFFAIRS	1
DEPARTMENT OF AGRICULTURE FOOD AND NUTRITION SERVICE NUTRITION AND TECHNICAL SERVICES DIVISION	1
DEPARTMENT OF JUSTICE NATIONAL INSTITUTE OF JUSTICE	1
WATER AND POWER RESOURCES SERVICE ENGINEERING AND RESEARCH CENTER	1
DEPARTMENT OF COMMERCE OFFICE OF ASSISTANT SECRETARY FOR POLICY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF NEUROLOGICAL AND COMMUNICATIVE DISORDERS AND STROKE	1
RESEARCH GROUP	1
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION GEORGE C MARSHALL SPACE FLIGHT CENTER	1
HISTORY OFFICE NASA HEADQUARTERS	1
DEPARTMENT OF DEFENSE DEPARTMENT OF ARMY CORPS OF ENGINEERS	1
